SKU	Section	2018-12 Units	2018-12 Gross Sales	2019-1 Units	2019-1 Gross Sales	2019-2 Units	2019-2 Gross Sales	2019-3 Units	2019-3 Gross Sales	2019-4 Units	2019-4 Gross Sales	2019-5 Units	2019-5 Gross Sales
8604306	Refrigerated	702	2070.9	681	2008.95	695	2050.25	730	2153.5	715	2109.25	765	2256.75
8621309	Baby	30	299.7	32	319.68	33	329.67	32	319.68	31	309.69	30	299.7
8627065	Refrigerated	836	2466.2	853	2516.35	896	2643.2	923	2722.85	951	2805.45	1027	3029.65
8639723	Dairy	596	4023	596	4023	596	4023	608	4104	596	4023	656	4428
8645385	Sodas and Drinks	720	8632.8	742	8896.58	779	9340.21	802	9615.98	802	9615.98	802	9615.98
8675817	Produce	1000	13990	1010	14129.9	1050	14689.5	1019	14255.81	1070	14969.3	1102	15416.98
8683925	Produce	288	5688	279	5510.25	285	5628.75	288	5688	282	5569.5	279	5510.25
8684480	Snacks	649	7132.51	649	7132.51	675	7418.25	662	7275.38	662	7275.38	708	7780.92
8695074	Dairy	183	1637.85	178	1593.1	183	1637.85	185	1655.75	185	1655.75	198	1772.1
8700059	Baby	441	3064.95	441	3064.95	450	3127.5	441	3064.95	445	3092.75	449	3120.55
8708602	Canned Goods	842	2483.9	834	2460.3	859	2534.05	868	2560.6	911	2687.45	984	2902.8
8709098	Snacks	406	1213.94	422	1261.78	422	1261.78	414	1237.86	414	1237.86	393	1175.07
8713261	Snacks	596	3546.2	578	3439.1	584	3474.8	607	3611.65	625	3718.75	625	3718.75
8724001	Baby	999	3946.05	1039	4104.05	1070	4226.5	1070	4226.5	1081	4269.95	1189	4696.55
8786061	Freezer	743	13745.5	743	13745.5	728	13468	764	14134	802	14837	770	14245
8807913	Sodas and Drinks	476	4522	495	4702.5	495	4702.5	515	4892.5	510	4845	561	5329.5
8813757	Sodas and Drinks	747	11205	784	11760	760	11400	752	11280	737	11055	796	11940
8817102	Freezer	323	5410.25	329	5510.75	332	5561	322	5393.5	319	5343.25	341	5711.75
8831330	Freezer	196	2930.2	190	2840.5	184	2750.8	180	2691	180	2691	191	2855.45
8854449	Baby	84	1423.8	84	1423.8	82	1389.9	84	1423.8	82	1389.9	89	1508.55
8858352	International	218	3913.1	222	3984.9	215	3859.25	226	4056.7	224	4020.8	242	4343.9
8887773	Snacks	757	8319.43	742	8154.58	779	8561.21	810	8901.9	794	8726.06	810	8901.9
8892430	Refrigerated	1	1.5	1	1.5	1	1.5	1	1.5	1	1.5	1	1.5
8901345	Canned Goods	671	12413.5	651	12043.5	677	12524.5	657	12154.5	683	12635.5	669	12376.5
8910087	Sodas and Drinks	48	573.6	48	573.6	49	585.55	48	573.6	48	573.6	48	573.6
8912443	Produce	57	1182.75	58	1203.5	57	1182.75	58	1203.5	56	1162	58	1203.5
8936820	Produce	372	4460.28	383	4592.17	391	4688.09	395	4736.05	395	4736.05	395	4736.05
8947946	Sodas and Drinks	99	589.05	97	577.15	96	571.2	97	577.15	101	600.95	109	648.55
8952586	Dairy	185	878.75	187	888.25	196	931	206	978.5	204	969	218	1035.5
8954222	International	618	11093.1	612	10985.4	606	10877.7	588	10554.6	606	10877.7	661	11864.95
8956494	Baby	736	12512	773	13141	804	13668	836	14212	836	14212	803	13651
8957322	Snacks	16	15.2	17	16.15	17	16.15	17	16.15	17	16.15	17	16.15
8957871	Baby	128	2169.6	129	2186.55	126	2135.7	122	2067.9	124	2101.8	118	2000.1
8965327	Produce	251	878.5	261	913.5	271	948.5	271	948.5	268	938	260	910
8969094	Produce	564	987	592	1036	616	1078	622	1088.5	603	1055.25	609	1065.75
8972707	Snacks	679	14225.05	665	13931.75	658	13785.1	671	14057.45	705	14769.75	761	15942.95
8981648	Produce	839	11704.05	856	11941.2	847	11815.65	847	11815.65	822	11466.9	806	11243.7
8984681	Baby	180	2871	189	3014.55	193	3078.35	191	3046.45	185	2950.75	183	2918.85
9003129	Sodas and Drinks	220	1537.8	231	1614.69	229	1600.71	234	1635.66	239	1670.61	261	1824.39
9005527	Produce	849	14008.5	832	13728	815	13447.5	839	13843.5	856	14124	830	13695
9016855	Baby	538	1070.62	549	1092.51	554	1102.46	537	1068.63	532	1058.68	537	1068.63
9040051	Produce	680	3393.2	673	3358.27	660	3293.4	680	3393.2	694	3463.06	701	3497.99
9043461	Baby	224	2632	228	2679	221	2596.75	225	2643.75	236	2773	243	2855.25
9055505	Canned Goods	645	1902.75	639	1885.05	658	1941.1	651	1920.45	671	1979.45	698	2059.1
9057585	Freezer	61	472.75	59	457.25	60	465	63	488.25	62	480.5	66	511.5
9077431	Produce	573	2292	562	2248	568	2272	568	2272	551	2204	557	2228
9082323	Canned Goods	70	906.5	74	958.3	76	984.2	74	958.3	77	997.15	74	958.3
9083677	Dairy	747	6715.53	777	6985.23	777	6985.23	785	7057.15	801	7200.99	793	7129.07
9086823	Canned Goods	219	2406.81	215	2362.85	221	2428.79	225	2472.75	218	2395.82	240	2637.6
9089493	Freezer	39	466.05	39	466.05	39	466.05	40	478	40	478	44	525.8
9118851	Canned Goods	64	892.8	63	878.85	62	864.9	62	864.9	63	878.85	66	920.7
9121412	Produce	332	1656.68	342	1706.58	339	1691.61	353	1761.47	346	1726.54	332	1656.68
9134736	Produce	887	8648.25	878	8560.5	922	8989.5	913	8901.75	931	9077.25	931	9077.25
9145769	Baby	971	6748.45	1020	7089	1040	7228	1092	7589.4	1092	7589.4	1114	7742.3
9161184	Baby	799	15972.01	807	16131.93	783	15652.17	814	16271.86	855	17091.45	881	17611.19
9162408	Snacks	615	3683.85	615	3683.85	640	3833.6	672	4025.28	659	3947.41	699	4187.01
9165143	Canned Goods	695	688.05	681	674.19	708	700.92	687	680.13	694	687.06	722	714.78
9167682	Produce	709	9209.91	737	9573.63	730	9482.7	745	9677.55	730	9482.7	723	9391.77
9175296	Canned Goods	918	14642.1	909	14498.55	900	14355	873	13924.35	847	13509.65	898	14323.1
9186505	Produce	288	2589.12	300	2697	312	2804.88	328	2948.72	331	2975.69	341	3065.59
9193969	Produce	165	1732.5	167	1753.5	174	1827	169	1774.5	167	1753.5	170	1785
9202845	International	178	532.22	180	538.2	180	538.2	175	523.25	180	538.2	187	559.13
9251958	Refrigerated	282	423	285	427.5	294	441	285	427.5	291	436.5	317	475.5
9256829	Produce	709	8472.55	702	8388.9	716	8556.2	709	8472.55	730	8723.5	694	8293.3
9257605	Canned Goods	373	3636.75	362	3529.5	351	3422.25	351	3422.25	365	3558.75	383	3734.25
9266722	Baby	359	6099.41	355	6031.45	344	5844.56	354	6014.46	365	6201.35	380	6456.2
9281868	International	63	1197	64	1216	66	1254	67	1273	70	1330	76	1444
9290825	Produce	206	3491.7	208	3525.6	210	3559.5	221	3745.95	230	3898.5	251	4254.45
9308506	Dairy	128	121.6	129	122.55	129	122.55	135	128.25	131	124.45	124	117.8
9318160	Refrigerated	240	4797.6	250	4997.5	260	5197.4	252	5037.48	247	4937.53	252	5037.48
9329625	Produce	805	2374.75	829	2445.55	837	2469.15	845	2492.75	853	2516.35	853	2516.35
9333415	Sodas and Drinks	928	18550.72	965	19290.35	975	19490.25	1024	20469.76	993	19850.07	963	19250.37
9337971	Dairy	344	6106	347	6159.25	340	6035	340	6035	337	5981.75	340	6035
9339592	Sodas and Drinks	847	804.65	881	836.95	907	861.65	880	836	854	811.3	880	836
9345935	Produce	328	6871.6	338	7081.1	355	7437.25	366	7667.7	384	8044.8	422	8840.9
9358085	Dairy	434	863.66	434	863.66	451	897.49	474	943.26	465	925.35	465	925.35
9362680	Produce	29	202.71	29	202.71	28	195.72	28	195.72	28	195.72	27	188.73
9370577	Canned Goods	971	18400.45	952	18040.4	933	17680.35	933	17680.35	961	18210.95	1047	19840.65
9381364	Baby	790	7892.1	774	7732.26	774	7732.26	789	7882.11	781	7802.19	742	7412.58
9390570	Canned Goods	426	404.7	422	400.9	418	397.1	414	393.3	410	389.5	418	397.1
9405835	Dairy	420	4195.8	441	4405.59	454	4535.46	459	4585.41	473	4725.27	520	5194.8
9409002	Refrigerated	329	4273.71	332	4312.68	342	4442.58	349	4533.51	339	4403.61	349	4533.51
9451555	Snacks	243	1455.57	248	1485.52	255	1527.45	265	1587.35	276	1653.24	290	1737.1
9478209	International	80	399.2	78	389.22	82	409.18	81	404.19	81	404.19	78	389.22
9484866	Dairy	37	332.63	39	350.61	38	341.62	37	332.63	36	323.64	35	314.65
9495034	Refrigerated	226	3839.74	219	3720.81	221	3754.79	217	3686.83	213	3618.87	211	3584.89
9501418	Freezer	239	953.61	232	925.68	244	973.56	246	981.54	239	953.61	229	913.71
9505060	International	969	12587.31	950	12340.5	922	11976.78	968	12574.32	987	12821.13	977	12691.23
9507536	Freezer	945	4715.55	945	4715.55	983	4905.17	1012	5049.88	1063	5304.37	1042	5199.58
9524900	Canned Goods	407	8526.65	419	8778.05	440	9218	440	9218	436	9134.2	467	9783.65
9536900	Baby	958	8622	939	8451	911	8199	938	8442	966	8694	1024	9216
9538803	Sodas and Drinks	223	1781.77	230	1837.7	237	1893.63	230	1837.7	239	1909.61	244	1949.56
9540699	Freezer	508	5582.92	498	5473.02	523	5747.77	513	5637.87	528	5802.72	565	6209.35
9541383	Baby	772	8453.4	795	8705.25	835	9143.25	835	9143.25	843	9230.85	801	8770.95
9578219	Freezer	291	3477.45	300	3585	312	3728.4	324	3871.8	314	3752.3	336	4015.2
9581390	Canned Goods	122	486.78	127	506.73	131	522.69	130	518.7	137	546.63	132	526.68
9608296	Produce	260	2535	265	2583.75	276	2691	290	2827.5	305	2973.75	299	2915.25
9609672	Snacks	906	4520.94	879	4386.21	870	4341.3	887	4426.13	878	4381.22	948	4730.52
9616914	Dairy	66	1353	66	1353	67	1373.5	69	1414.5	70	1435	73	1496.5
9621137	Baby	657	1307.43	650	1293.5	631	1255.69	656	1305.44	689	1371.11	717	1426.83
9631296	Produce	972	7533	953	7385.75	934	7238.5	953	7385.75	943	7308.25	915	7091.25
9637513	Canned Goods	47	516.53	49	538.51	50	549.5	50	549.5	51	560.49	49	538.51
9647471	Canned Goods	454	4063.3	454	4063.3	477	4269.15	467	4179.65	462	4134.9	476	4260.2
9650542	Sodas and Drinks	686	5453.7	713	5668.35	699	5557.05	685	5445.75	678	5390.1	685	5445.75
9662132	Sodas and Drinks	413	3696.35	401	3588.95	393	3517.35	405	3624.75	405	3624.75	389	3481.55
9682567	Snacks	171	511.29	171	511.29	174	520.26	169	505.31	174	520.26	165	493.35
9710552	Produce	727	5081.73	712	4976.88	712	4976.88	726	5074.74	719	5025.81	683	4774.17
9719538	Produce	722	1444	729	1458	714	1428	750	1500	743	1486	706	1412
9732011	Produce	534	2664.66	539	2689.61	544	2714.56	539	2689.61	528	2634.72	581	2899.19
9732674	Refrigerated	132	1023	136	1054	139	1077.25	136	1054	137	1061.75	137	1061.75
9746592	Snacks	260	4030	260	4030	252	3906	262	4061	262	4061	254	3937
9749890	Snacks	969	12548.55	1017	13170.15	1048	13571.6	1069	13843.55	1101	14257.95	1101	14257.95
9761977	Canned Goods	507	2509.65	532	2633.4	537	2658.15	553	2737.35	575	2846.25	558	2762.1
9764300	Produce	370	5531.5	370	5531.5	385	5755.75	404	6039.8	400	5980	420	6279
9775037	International	382	7258	390	7410	406	7714	426	8094	426	8094	439	8341
9799996	Produce	259	906.5	269	941.5	282	987	285	997.5	288	1008	276	966
9810137	Freezer	963	16361.37	1002	17023.98	1052	17873.48	1031	17516.69	1062	18043.38	1158	19674.42
9813937	Refrigerated	324	2264.76	318	2222.82	331	2313.69	321	2243.79	318	2222.82	302	2110.98
9818207	International	749	4456.55	749	4456.55	771	4587.45	748	4450.6	785	4670.75	761	4527.95
9830278	International	539	7540.61	550	7694.5	561	7848.39	567	7932.33	590	8254.1	631	8827.69
9837076	International	419	8275.25	436	8611	449	8867.75	440	8690	458	9045.5	444	8769
9842931	International	373	6695.35	373	6695.35	388	6964.6	396	7108.2	416	7467.2	441	7915.95
9851018	Baby	386	4226.7	405	4434.75	405	4434.75	425	4653.75	412	4511.4	428	4686.6
9851321	Dairy	523	9937	518	9842	513	9747	518	9842	508	9652	544	10336
9852835	Sodas and Drinks	756	10584	756	10584	786	11004	786	11004	770	10780	747	10458
9854274	Refrigerated	924	8306.76	952	8558.48	990	8900.1	1010	9079.9	1050	9439.5	1029	9250.71
9855297	Produce	594	9949.5	576	9648	588	9849	570	9547.5	593	9932.75	640	10720
9859967	Snacks	1000	3950	1040	4108	1009	3985.55	1029	4064.55	1019	4025.05	1090	4305.5
9872666	Dairy	733	13743.75	711	13331.25	747	14006.25	777	14568.75	761	14268.75	753	14118.75
9873528	Produce	703	7022.97	710	7092.9	689	6883.11	689	6883.11	696	6953.04	731	7302.69
9881702	Sodas and Drinks	790	13430	798	13566	814	13838	814	13838	790	13430	782	13294
9906807	Produce	485	5330.15	470	5165.3	484	5319.16	503	5527.97	523	5747.77	575	6319.25
9935094	Snacks	107	529.65	105	519.75	102	504.9	105	519.75	102	504.9	98	485.1
9942647	Snacks	863	11175.85	880	11396	854	11059.3	828	10722.6	836	10826.2	911	11797.45
9946163	Baby	1037	20740	1037	20740	1016	20320	1057	21140	1078	21560	1143	22860
9961268	Sodas and Drinks	593	4002.75	599	4043.25	599	4043.25	629	4245.75	635	4286.25	679	4583.25
9962491	Sodas and Drinks	22	196.9	23	205.85	23	205.85	23	205.85	23	205.85	23	205.85
9967456	Refrigerated	280	2786	291	2895.45	303	3014.85	294	2925.3	306	3044.7	315	3134.25
9967647	Produce	217	3252.83	221	3312.79	223	3342.77	223	3342.77	221	3312.79	221	3312.79
9987375	Produce	886	6202	877	6139	895	6265	877	6139	921	6447	921	6447
